"행정구역","2020년06월_총인구수","2020년06월_세대수","2020년06월_세대당 인구","2020년06월_남자 인구수","2020년06월_여자 인구수","2020년06월_남여 비율"
"경기도 포천시 영중면(4165036000)","4,901","2,638","          1.86","2,662","2,239","          1.19"
"경기도 포천시 일동면(4165037000)","9,491","4,815","          1.97","4,904","4,587","          1.07"
"경기도 포천시 이동면(4165038000)","6,172","3,230","          1.91","3,339","2,833","          1.18"
"경기도 포천시 영북면(4165039000)","8,588","4,501","          1.91","4,561","4,027","          1.13"
"경기도 포천시 관인면(4165040000)","2,798","1,498","          1.87","1,454","1,344","          1.08"
"경기도 포천시 화현면(4165041000)","2,762","1,395","          1.98","1,460","1,302","          1.12"
"경기도 포천시 포천동(4165051000)","18,786","8,395","          2.24","9,522","9,264","          1.03"
"경기도 포천시 선단동(4165052000)","14,385","7,113","          2.02","7,726","6,659","          1.16"
"경기도 여주시 (4167000000)","111,341","50,966","          2.18","56,582","54,759","          1.03"
"경기도 여주시 가남읍(4167025000)","15,604","7,448","          2.10","8,083","7,521","          1.07"
"경기도 여주시 점동면(4167031000)","4,609","2,146","          2.15","2,390","2,219","          1.08"
"경기도 여주시 흥천면(4167032000)","5,042","2,399","          2.10","2,637","2,405","          1.10"
"경기도 여주시 금사면(4167033000)","2,987","1,580","          1.89","1,545","1,442","          1.07"
"경기도 여주시 능서면(4167034000)","6,413","3,072","          2.09","3,294","3,119","          1.06"
"경기도 여주시 대신면(4167035000)","7,124","3,660","          1.95","3,704","3,420","          1.08"
"경기도 여주시 북내면(4167036000)","4,901","2,351","          2.08","2,537","2,364","          1.07"
"경기도 여주시 강천면(4167037000)","4,178","2,197","          1.90","2,149","2,029","          1.06"
"경기도 여주시 산북면(4167038000)","2,560","1,253","          2.04","1,277","1,283","          1.00"
"경기도 여주시 여흥동(4167051000)","22,018","9,970","          2.21","11,016","11,002","          1.00"
"경기도 여주시 중앙동(4167052000)","18,596","7,758","          2.40","9,308","9,288","          1.00"
"경기도 여주시 오학동(4167053000)","17,309","7,132","          2.43","8,642","8,667","          1.00"
"경기도 연천군 (4180000000)","43,618","21,793","          2.00","22,851","20,767","          1.10"
"경기도 연천군 연천읍(4180025000)","7,930","4,017","          1.97","4,284","3,646","          1.17"
"경기도 연천군 전곡읍(4180025300)","19,259","8,621","          2.23","9,814","9,445","          1.04"
"경기도 연천군 군남면(4180031000)","3,270","1,738","          1.88","1,727","1,543","          1.12"
"경기도 연천군 청산면(4180032000)","3,975","2,340","          1.70","2,114","1,861","          1.14"
"경기도 연천군 백학면(4180033000)","2,666","1,384","          1.93","1,437","1,229","          1.17"
"경기도 연천군 미산면(4180034000)","1,767","970","          1.82","939","828","          1.13"
"경기도 연천군 왕징면(4180035000)","1,017","564","          1.80","540","477","          1.13"
"경기도 연천군 신서면(4180036000)","2,814","1,695","          1.66","1,520","1,294","          1.17"
"경기도 연천군 중면(4180037000)","199","112","          1.78","116","83","          1.40"
"경기도 연천군 장남면(4180038000)","721","352","          2.05","360","361","          1.00"
"경기도 가평군 (4182000000)","62,662","31,295","          2.00","32,242","30,420","          1.06"
"경기도 가평군 가평읍(4182025000)","19,597","9,315","          2.10","9,966","9,631","          1.03"
"경기도 가평군 설악면(4182031000)","9,559","5,059","          1.89","4,911","4,648","          1.06"
"경기도 가평군 청평면(4182032500)","14,148","7,338","          1.93","7,213","6,935","          1.04"
"경기도 가평군 상면(4182033000)","5,598","3,066","          1.83","2,907","2,691","          1.08"
"경기도 가평군 조종면(4182034500)","9,769","4,259","          2.29","5,196","4,573","          1.14"
"경기도 가평군 북면(4182035000)","3,991","2,258","          1.77","2,049","1,942","          1.06"
"경기도 양평군 (4183000000)","117,701","56,647","          2.08","59,048","58,653","          1.01"
"경기도 양평군 양평읍(4183025000)","30,591","13,574","          2.25","15,329","15,262","          1.00"
"경기도 양평군 강상면(4183031000)","10,205","4,606","          2.22","5,034","5,171","          0.97"
"경기도 양평군 강하면(4183032000)","4,656","2,528","          1.84","2,356","2,300","          1.02"
"경기도 양평군 양서면(4183033000)","13,392","6,398","          2.09","6,719","6,673","          1.01"
"경기도 양평군 옥천면(4183034000)","7,796","3,912","          1.99","3,929","3,867","          1.02"
"경기도 양평군 서종면(4183035000)","9,585","4,825","          1.99","4,745","4,840","          0.98"
"경기도 양평군 단월면(4183036000)","3,876","2,054","          1.89","1,974","1,902","          1.04"
"경기도 양평군 청운면(4183037000)","3,742","2,083","          1.80","1,895","1,847","          1.03"
"경기도 양평군 양동면(4183038000)","4,560","2,351","          1.94","2,258","2,302","          0.98"
"경기도 양평군 지평면(4183039500)","6,817","3,668","          1.86","3,460","3,357","          1.03"
"경기도 양평군 용문면(4183040000)","17,385","8,036","          2.16","8,758","8,627","          1.02"
"경기도 양평군 개군면(4183041000)","5,096","2,612","          1.95","2,591","2,505","          1.03"
"강원도  (4200000000)","1,539,282","726,980","          2.12","774,325","764,957","          1.01"
"강원도 춘천시 (4211000000)","281,400","124,658","          2.26","138,835","142,565","          0.97"
"강원도 춘천시 신북읍(4211025000)","7,791","3,625","          2.15","3,898","3,893","          1.00"
"강원도 춘천시 동면(4211031000)","19,645","7,743","          2.54","9,734","9,911","          0.98"
"강원도 춘천시 동산면(4211032000)","1,494","791","          1.89","819","675","          1.21"
"강원도 춘천시 신동면(4211033000)","2,581","1,149","          2.25","1,331","1,250","          1.06"
"강원도 춘천시 남면(4211034000)","1,104","658","          1.68","597","507","          1.18"
"강원도 춘천시 서면(4211035000)","3,865","1,999","          1.93","1,991","1,874","          1.06"
"강원도 춘천시 사북면(4211036000)","2,577","1,426","          1.81","1,258","1,319","          0.95"
"강원도 춘천시 북산면(4211038000)","949","601","          1.58","527","422","          1.25"
"강원도 춘천시 동내면(4211039000)","17,343","7,550","          2.30","8,662","8,681","          1.00"
"강원도 춘천시 남산면(4211040000)","3,538","1,976","          1.79","1,864","1,674","          1.11"
"강원도 춘천시 교동(4211052000)","3,600","2,230","          1.61","1,827","1,773","          1.03"
"강원도 춘천시 조운동(4211053000)","2,969","1,667","          1.78","1,441","1,528","          0.94"
"강원도 춘천시 약사명동(4211054500)","2,341","1,177","          1.99","1,148","1,193","          0.96"
"강원도 춘천시 근화동(4211057000)","8,961","4,192","          2.14","4,534","4,427","          1.02"
"강원도 춘천시 소양동(4211058000)","9,987","4,499","          2.22","4,853","5,134","          0.95"
"강원도 춘천시 후평1동(4211060000)","12,004","6,125","          1.96","5,907","6,097","          0.97"
"강원도 춘천시 후평2동(4211061000)","15,172","6,326","          2.40","7,265","7,907","          0.92"
"강원도 춘천시 후평3동(4211061100)","21,391","9,028","          2.37","10,142","11,249","          0.90"
"강원도 춘천시 효자1동(4211062000)","4,624","2,000","          2.31","2,324","2,300","          1.01"
"강원도 춘천시 효자2동(4211063000)","11,998","7,294","          1.64","6,341","5,657","          1.12"
"강원도 춘천시 효자3동(4211064000)","4,599","2,702","          1.70","2,307","2,292","          1.01"
"강원도 춘천시 석사동(4211065000)","35,847","14,849","          2.41","17,561","18,286","          0.96"
"강원도 춘천시 퇴계동(4211066000)","49,709","19,433","          2.56","23,947","25,762","          0.93"
"강원도 춘천시 강남동(4211067500)","16,862","7,336","          2.30","8,279","8,583","          0.96"
"강원도 춘천시 신사우동(4211070500)","20,449","8,282","          2.47","10,278","10,171","          1.01"
"강원도 원주시 (4213000000)","352,201","157,676","          2.23","174,812","177,389","          0.99"
"강원도 원주시 문막읍(4213025000)","18,032","8,533","          2.11","9,201","8,831","          1.04"
"강원도 원주시 소초면(4213031000)","8,730","4,382","          1.99","4,568","4,162","          1.10"
"강원도 원주시 호저면(4213032000)","3,776","1,914","          1.97","1,981","1,795","          1.10"
"강원도 원주시 지정면(4213033000)","25,603","10,396","          2.46","12,646","12,957","          0.98"
"강원도 원주시 부론면(4213035000)","2,279","1,242","          1.83","1,166","1,113","          1.05"
"강원도 원주시 귀래면(4213036000)","2,194","1,185","          1.85","1,117","1,077","          1.04"
"강원도 원주시 흥업면(4213037000)","8,768","4,800","          1.83","4,631","4,137","          1.12"
"강원도 원주시 판부면(4213038000)","7,269","3,623","          2.01","3,810","3,459","          1.10"
"강원도 원주시 신림면(4213039000)","3,620","2,005","          1.81","1,861","1,759","          1.06"
"강원도 원주시 중앙동(4213051500)","2,816","1,799","          1.57","1,501","1,315","          1.14"
"강원도 원주시 원인동(4213052000)","5,225","2,686","          1.95","2,516","2,709","          0.93"
"강원도 원주시 개운동(4213053000)","12,973","5,685","          2.28","6,220","6,753","          0.92"
"강원도 원주시 명륜1동(4213054100)","8,852","3,835","          2.31","4,277","4,575","          0.93"
"강원도 원주시 명륜2동(4213054200)","15,840","7,423","          2.13","7,663","8,177","          0.94"
"강원도 원주시 단구동(4213055000)","42,975","18,398","          2.34","21,154","21,821","          0.97"
"강원도 원주시 일산동(4213056000)","8,795","4,497","          1.96","4,313","4,482","          0.96"
"강원도 원주시 학성동(4213057500)","5,001","2,566","          1.95","2,489","2,512","          0.99"
"강원도 원주시 단계동(4213059000)","27,769","12,243","          2.27","13,489","14,280","          0.94"
"강원도 원주시 우산동(4213060000)","13,713","6,399","          2.14","7,177","6,536","          1.10"
"강원도 원주시 태장1동(4213061000)","10,109","4,492","          2.25","5,091","5,018","          1.01"
"강원도 원주시 태장2동(4213062000)","25,202","11,109","          2.27","12,550","12,652","          0.99"
"강원도 원주시 봉산동(4213063500)","8,412","3,921","          2.15","4,144","4,268","          0.97"
"강원도 원주시 행구동(4213065000)","7,558","2,948","          2.56","3,721","3,837","          0.97"
"강원도 원주시 무실동(4213066000)","33,139","13,805","          2.40","16,297","16,842","          0.97"
"강원도 원주시 반곡관설동(4213067500)","43,551","17,790","          2.45","21,229","22,322","          0.95"
"강원도 강릉시 (4215000000)","212,863","100,084","          2.13","105,593","107,270","          0.98"
"강원도 강릉시 주문진읍(4215025000)","16,234","8,927","          1.82","7,974","8,260","          0.97"
"강원도 강릉시 성산면(4215031000)","3,395","1,662","          2.04","1,739","1,656","          1.05"
"강원도 강릉시 왕산면(4215032000)","1,601","902","          1.77","860","741","          1.16"
"강원도 강릉시 구정면(4215033000)","4,102","1,912","          2.15","2,102","2,000","          1.05"
"강원도 강릉시 강동면(4215034000)","4,342","2,292","          1.89","2,285","2,057","          1.11"
"강원도 강릉시 옥계면(4215035000)","3,585","1,931","          1.86","1,831","1,754","          1.04"
"강원도 강릉시 사천면(4215036000)","4,521","2,306","          1.96","2,332","2,189","          1.07"
"강원도 강릉시 연곡면(4215037000)","6,639","3,271","          2.03","3,308","3,331","          0.99"
"강원도 강릉시 홍제동(4215051000)","15,428","7,018","          2.20","7,562","7,866","          0.96"
"강원도 강릉시 중앙동(4215052000)","5,089","2,905","          1.75","2,414","2,675","          0.90"
"강원도 강릉시 옥천동(4215054000)","3,370","1,976","          1.71","1,722","1,648","          1.04"
"강원도 강릉시 교1동(4215055000)","26,015","11,318","          2.30","12,744","13,271","          0.96"
"강원도 강릉시 교2동(4215056000)","7,883","3,772","          2.09","3,932","3,951","          1.00"
"강원도 강릉시 포남1동(4215057100)","10,519","5,267","          2.00","5,198","5,321","          0.98"
"강원도 강릉시 포남2동(4215057200)","13,164","6,413","          2.05","6,479","6,685","          0.97"
"강원도 강릉시 초당동(4215058000)","4,820","2,319","          2.08","2,371","2,449","          0.97"
"강원도 강릉시 송정동(4215059000)","9,622","3,935","          2.45","4,671","4,951","          0.94"
"강원도 강릉시 내곡동(4215060000)","16,772","7,714","          2.17","8,311","8,461","          0.98"
"강원도 강릉시 강남동(4215061500)","18,281","8,270","          2.21","9,134","9,147","          1.00"
"강원도 강릉시 성덕동(4215064500)","28,783","11,822","          2.43","14,213","14,570","          0.98"
"강원도 강릉시 경포동(4215066500)","8,698","4,152","          2.09","4,411","4,287","          1.03"
"강원도 동해시 (4217000000)","90,454","41,756","          2.17","45,832","44,622","          1.03"
"강원도 동해시 천곡동(4217051000)","30,697","13,253","          2.32","15,248","15,449","          0.99"
"강원도 동해시 송정동(4217052000)","4,160","2,332","          1.78","2,261","1,899","          1.19"
"강원도 동해시 북삼동(4217053000)","19,470","8,092","          2.41","10,076","9,394","          1.07"
"강원도 동해시 부곡동(4217054000)","5,273","2,701","          1.95","2,581","2,692","          0.96"
"강원도 동해시 동호동(4217055000)","5,219","2,602","          2.01","2,647","2,572","          1.03"
"강원도 동해시 발한동(4217057000)","3,638","2,098","          1.73","1,832","1,806","          1.01"
"강원도 동해시 묵호동(4217059000)","3,187","1,829","          1.74","1,573","1,614","          0.97"
"강원도 동해시 북평동(4217060000)","12,095","5,358","          2.26","6,199","5,896","          1.05"
"강원도 동해시 망상동(4217063000)","3,724","1,916","          1.94","1,867","1,857","          1.01"
"강원도 동해시 삼화동(4217065000)","2,991","1,575","          1.90","1,548","1,443","          1.07"
"강원도 태백시 (4219000000)","43,203","21,647","          2.00","21,839","21,364","          1.02"
"강원도 태백시 황지동(4219051500)","6,527","3,083","          2.12","3,237","3,290","          0.98"
"강원도 태백시 황연동(4219052500)","4,528","2,491","          1.82","2,323","2,205","          1.05"
"강원도 태백시 삼수동(4219053500)","6,071","3,091","          1.96","3,064","3,007","          1.02"
"강원도 태백시 상장동(4219054000)","13,796","6,257","          2.20","6,982","6,814","          1.02"
"강원도 태백시 문곡소도동(4219058500)","3,957","2,080","          1.90","1,991","1,966","          1.01"
"강원도 태백시 장성동(4219059500)","3,536","1,806","          1.96","1,749","1,787","          0.98"
"강원도 태백시 구문소동(4219060500)","2,640","1,535","          1.72","1,375","1,265","          1.09"
"강원도 태백시 철암동(4219061500)","2,148","1,304","          1.65","1,118","1,030","          1.09"
"강원도 속초시 (4221000000)","82,059","39,253","          2.09","40,583","41,476","          0.98"
"강원도 속초시 영랑동(4221051000)","4,605","2,541","          1.81","2,393","2,212","          1.08"
"강원도 속초시 동명동(4221052000)","3,826","2,003","          1.91","1,923","1,903","          1.01"
"강원도 속초시 금호동(4221054000)","6,261","3,252","          1.93","3,053","3,208","          0.95"
"강원도 속초시 교동(4221056000)","9,751","4,843","          2.01","4,785","4,966","          0.96"
"강원도 속초시 노학동(4221057000)","21,359","10,027","          2.13","10,546","10,813","          0.98"
"강원도 속초시 조양동(4221058000)","28,562","12,390","          2.31","13,977","14,585","          0.96"
"강원도 속초시 청호동(4221059000)","4,511","2,443","          1.85","2,267","2,244","          1.01"
"강원도 속초시 대포동(4221060000)","3,184","1,754","          1.82","1,639","1,545","          1.06"
"강원도 삼척시 (4223000000)","65,753","33,557","          1.96","33,329","32,424","          1.03"
"강원도 삼척시 도계읍(4223025000)","10,188","6,021","          1.69","5,105","5,083","          1.00"
"강원도 삼척시 원덕읍(4223025300)","3,356","2,080","          1.61","1,751","1,605","          1.09"
"강원도 삼척시 원덕읍임원출장소(4223025400)","1,728","1,012","          1.71","858","870","          0.99"
"강원도 삼척시 근덕면(4223031000)","5,236","3,146","          1.66","2,692","2,544","          1.06"
"강원도 삼척시 하장면(4223032000)","1,346","727","          1.85","728","618","          1.18"
"강원도 삼척시 노곡면(4223033000)","716","438","          1.63","389","327","          1.19"
"강원도 삼척시 미로면(4223034000)","1,879","1,022","          1.84","977","902","          1.08"
"강원도 삼척시 가곡면(4223035000)","700","426","          1.64","352","348","          1.01"
"강원도 삼척시 신기면(4223036000)","679","405","          1.68","374","305","          1.23"
"강원도 삼척시 남양동(4223051000)","7,793","4,034","          1.93","3,849","3,944","          0.98"
"강원도 삼척시 교동(4223053000)","14,712","5,991","          2.46","7,489","7,223","          1.04"
"강원도 삼척시 정라동(4223054000)","9,184","4,466","          2.06","4,689","4,495","          1.04"
"강원도 삼척시 성내동(4223057000)","8,236","3,789","          2.17","4,076","4,160","          0.98"
"강원도 홍천군 (4272000000)","68,998","33,669","          2.05","35,452","33,546","          1.06"
"강원도 홍천군 홍천읍(4272025000)","34,810","15,433","          2.26","17,534","17,276","          1.01"
"강원도 홍천군 화촌면(4272031000)","4,582","2,526","          1.81","2,393","2,189","          1.09"
"강원도 홍천군 두촌면(4272032000)","2,412","1,300","          1.86","1,213","1,199","          1.01"
"강원도 홍천군 내촌면(4272033000)","2,376","1,310","          1.81","1,248","1,128","          1.11"
"강원도 홍천군 서석면(4272034000)","3,777","1,934","          1.95","1,927","1,850","          1.04"
"강원도 홍천군 동면(4272035000)","3,938","2,005","          1.96","2,033","1,905","          1.07"
"강원도 홍천군 남면(4272036000)","6,148","3,183","          1.93","3,315","2,833","          1.17"
"강원도 홍천군 서면(4272037000)","3,775","2,220","          1.70","1,985","1,790","          1.11"
"강원도 홍천군 북방면(4272038000)","3,928","2,036","          1.93","2,075","1,853","          1.12"
"강원도 홍천군 내면(4272039000)","3,252","1,722","          1.89","1,729","1,523","          1.14"
"강원도 횡성군 (4273000000)","46,442","23,015","          2.02","23,787","22,655","          1.05"
"강원도 횡성군 횡성읍(4273025000)","20,829","9,291","          2.24","10,465","10,364","          1.01"
"강원도 횡성군 우천면(4273031000)","4,486","2,434","          1.84","2,344","2,142","          1.09"
"강원도 횡성군 안흥면(4273032000)","3,115","1,506","          2.07","1,603","1,512","          1.06"
"강원도 횡성군 둔내면(4273033000)","5,853","3,047","          1.92","3,066","2,787","          1.10"
"강원도 횡성군 갑천면(4273034000)","2,358","1,348","          1.75","1,214","1,144","          1.06"
"강원도 횡성군 청일면(4273035000)","2,433","1,378","          1.77","1,231","1,202","          1.02"
"강원도 횡성군 공근면(4273036000)","3,506","1,890","          1.86","1,822","1,684","          1.08"
"강원도 횡성군 서원면(4273037000)","2,129","1,142","          1.86","1,131","998","          1.13"
"강원도 횡성군 강림면(4273038000)","1,733","979","          1.77","911","822","          1.11"
"강원도 영월군 (4275000000)","38,840","21,237","          1.83","20,054","18,786","          1.07"
"강원도 영월군 영월읍(4275025000)","21,224","10,794","          1.97","10,852","10,372","          1.05"
"강원도 영월군 상동읍(4275025300)","1,103","736","          1.50","568","535","          1.06"
"강원도 영월군 중동면(4275031000)","1,484","888","          1.67","777","707","          1.10"
"강원도 영월군 김삿갓면(4275032500)","1,751","1,038","          1.69","905","846","          1.07"
"강원도 영월군 북면(4275033000)","2,159","1,276","          1.69","1,129","1,030","          1.10"
"강원도 영월군 남면(4275034000)","2,272","1,343","          1.69","1,190","1,082","          1.10"
"강원도 영월군 한반도면(4275035500)","1,272","733","          1.74","714","558","          1.28"
"강원도 영월군 한반도면쌍용출장(4275035900)","1,749","1,037","          1.69","945","804","          1.18"
"강원도 영월군 주천면(4275036000)","3,806","2,195","          1.73","1,955","1,851","          1.06"
"강원도 영월군 무릉도원면(4275038000)","2,020","1,197","          1.69","1,019","1,001","          1.02"
"강원도 평창군 (4276000000)","41,739","21,403","          1.95","21,339","20,400","          1.05"
"강원도 평창군 평창읍(4276025000)","8,588","4,162","          2.06","4,363","4,225","          1.03"
"강원도 평창군 미탄면(4276031000)","1,664","929","          1.79","878","786","          1.12"
"강원도 평창군 방림면(4276032000)","870","486","          1.79","451","419","          1.08"
"강원도 평창군 방림면계촌출장소(4276032500)","1,629","938","          1.74","858","771","          1.11"
"강원도 평창군 대화면(4276033000)","5,338","2,754","          1.94","2,700","2,638","          1.02"
"강원도 평창군 봉평면(4276034000)","5,696","2,898","          1.97","2,982","2,714","          1.10"
"강원도 평창군 용평면(4276035000)","3,132","1,611","          1.94","1,570","1,562","          1.01"
"강원도 평창군 진부면(4276036000)","8,839","4,265","          2.07","4,435","4,404","          1.01"
"강원도 평창군 대관령면(4276038000)","5,983","3,360","          1.78","3,102","2,881","          1.08"
"강원도 정선군 (4277000000)","37,046","20,125","          1.84","19,236","17,810","          1.08"
"강원도 정선군 정선읍(4277025000)","10,767","5,257","          2.05","5,480","5,287","          1.04"
"강원도 정선군 고한읍(4277025300)","4,737","3,027","          1.56","2,485","2,252","          1.10"
"강원도 정선군 사북읍(4277025600)","4,856","2,536","          1.91","2,566","2,290","          1.12"
"강원도 정선군 신동읍(4277025900)","1,862","1,019","          1.83","963","899","          1.07"
"강원도 정선군 신동읍함백출장소(4277026000)","1,675","993","          1.69","830","845","          0.98"
"강원도 정선군 남면(4277032000)","3,295","1,833","          1.80","1,760","1,535","          1.15"
"강원도 정선군 북평면(4277034000)","2,598","1,351","          1.92","1,301","1,297","          1.00"
"강원도 정선군 임계면(4277035000)","3,541","2,017","          1.76","1,878","1,663","          1.13"
"강원도 정선군 화암면(4277036000)","1,691","941","          1.80","905","786","          1.15"
"강원도 정선군 여량면(4277037000)","2,024","1,151","          1.76","1,068","956","          1.12"
"강원도 철원군 (4278000000)","44,987","21,127","          2.13","23,401","21,586","          1.08"
"강원도 철원군 철원읍(4278025000)","5,483","2,469","          2.22","2,803","2,680","          1.05"
"강원도 철원군 김화읍(4278025300)","3,647","1,711","          2.13","1,951","1,696","          1.15"
"강원도 철원군 갈말읍(4278025600)","12,110","5,682","          2.13","6,498","5,612","          1.16"
"강원도 철원군 동송읍(4278025900)","15,533","7,183","          2.16","7,834","7,699","          1.02"
"강원도 철원군 서면(4278031000)","1,993","1,135","          1.76","1,113","880","          1.26"
"강원도 철원군 서면와수출장소(4278031500)","3,873","1,764","          2.20","1,955","1,918","          1.02"
"강원도 철원군 근남면(4278032000)","2,236","1,124","          1.99","1,195","1,041","          1.15"
"강원도 철원군 근북면(4278033000)","112","59","          1.90","52","60","          0.87"
"강원도 화천군 (4279000000)","24,717","12,623","          1.96","13,372","11,345","          1.18"
"강원도 화천군 화천읍(4279025000)","8,450","3,925","          2.15","4,404","4,046","          1.09"
"강원도 화천군 간동면(4279031000)","2,737","1,557","          1.76","1,474","1,263","          1.17"
"강원도 화천군 하남면(4279032000)","2,902","1,389","          2.09","1,514","1,388","          1.09"
"강원도 화천군 상서면(4279033000)","4,242","2,513","          1.69","2,556","1,686","          1.52"
"강원도 화천군 사내면(4279034000)","6,386","3,239","          1.97","3,424","2,962","          1.16"
"강원도 양구군 (4280000000)","22,332","10,691","          2.09","11,789","10,543","          1.12"
"강원도 양구군 양구읍(4280025000)","14,288","6,250","          2.29","7,304","6,984","          1.05"
"강원도 양구군 남면(4280031000)","3,332","1,768","          1.88","1,803","1,529","          1.18"
"강원도 양구군 동면(4280032000)","2,042","1,190","          1.72","1,172","870","          1.35"
"강원도 양구군 방산면(4280033000)","1,347","809","          1.67","797","550","          1.45"
"강원도 양구군 해안면(4280034000)","1,323","674","          1.96","713","610","          1.17"
"강원도 인제군 (4281000000)","31,554","15,702","          2.01","17,052","14,502","          1.18"
"강원도 인제군 인제읍(4281025000)","9,288","4,287","          2.17","4,901","4,387","          1.12"
"강원도 인제군 인제읍귀둔출장소(4281025100)","505","257","          1.96","272","233","          1.17"
"강원도 인제군 남면(4281031000)","4,067","2,063","          1.97","2,193","1,874","          1.17"
"강원도 인제군 북면(4281032000)","8,376","4,186","          2.00","4,530","3,846","          1.18"
"강원도 인제군 기린면(4281033000)","5,077","2,613","          1.94","2,736","2,341","          1.17"
"강원도 인제군 서화면(4281034000)","2,713","1,454","          1.87","1,588","1,125","          1.41"
"강원도 인제군 상남면(4281035000)","1,528","842","          1.81","832","696","          1.20"
"강원도 고성군 (4282000000)","26,886","14,462","          1.86","13,884","13,002","          1.07"
"강원도 고성군 간성읍(4282025000)","7,070","3,385","          2.09","3,693","3,377","          1.09"
"강원도 고성군 거진읍(4282025300)","6,387","3,591","          1.78","3,185","3,202","          0.99"
"강원도 고성군 현내면(4282031000)","2,430","1,372","          1.77","1,202","1,228","          0.98"
"강원도 고성군 죽왕면(4282032000)","3,800","2,078","          1.83","1,980","1,820","          1.09"
"강원도 고성군 토성면(4282033000)","7,199","4,036","          1.78","3,824","3,375","          1.13"
"강원도 양양군 (4283000000)","27,808","14,295","          1.95","14,136","13,672","          1.03"
"강원도 양양군 양양읍(4283025000)","12,282","5,846","          2.10","6,200","6,082","          1.02"
"강원도 양양군 서면(4283031000)","2,895","1,523","          1.90","1,484","1,411","          1.05"
"강원도 양양군 손양면(4283032000)","2,362","1,242","          1.90","1,196","1,166","          1.03"
"강원도 양양군 현북면(4283033000)","2,547","1,454","          1.75","1,315","1,232","          1.07"
"강원도 양양군 현남면(4283034000)","3,079","1,740","          1.77","1,584","1,495","          1.06"
"강원도 양양군 강현면(4283035000)","4,643","2,490","          1.86","2,357","2,286","          1.03"
"충청북도  (4300000000)","1,597,593","732,285","          2.18","809,657","787,936","          1.03"
"충청북도 청주시 (4311000000)","842,821","368,270","          2.29","424,561","418,260","          1.02"
"충청북도 청주시 상당구 (4311100000)","184,165","77,274","          2.38","91,750","92,415","          0.99"
"충청북도 청주시 상당구 낭성면(4311131000)","2,305","1,233","          1.87","1,202","1,103","          1.09"
"충청북도 청주시 상당구 미원면(4311132000)","5,103","2,836","          1.80","2,609","2,494","          1.05"
"충청북도 청주시 상당구 가덕면(4311133000)","3,984","2,083","          1.91","2,042","1,942","          1.05"
"충청북도 청주시 상당구 남일면(4311134000)","6,945","3,132","          2.22","3,526","3,419","          1.03"
"충청북도 청주시 상당구 문의면(4311135000)","4,127","2,061","          2.00","2,136","1,991","          1.07"
"충청북도 청주시 상당구 중앙동(4311152500)","5,834","2,951","          1.98","2,882","2,952","          0.98"
"충청북도 청주시 상당구 성안동(4311154500)","7,053","3,909","          1.80","3,614","3,439","          1.05"
"충청북도 청주시 상당구 탑대성동(4311162000)","9,162","4,234","          2.16","4,521","4,641","          0.97"
"충청북도 청주시 상당구 영운동(4311167000)","11,098","5,146","          2.16","5,464","5,634","          0.97"
"충청북도 청주시 상당구 금천동(4311168000)","30,133","11,816","          2.55","14,715","15,418","          0.95"
"충청북도 청주시 상당구 용담.명암.산성동(4311169000)","13,685","4,859","          2.82","6,737","6,948","          0.97"
"충청북도 청주시 상당구 용암1동(4311172000)","51,691","20,493","          2.52","26,018","25,673","          1.01"
"충청북도 청주시 상당구 용암2동(4311173000)","33,045","12,521","          2.64","16,284","16,761","          0.97"
"충청북도 청주시 서원구 (4311200000)","198,950","87,215","          2.28","98,807","100,143","          0.99"
"충청북도 청주시 서원구 남이면(4311231000)","10,275","4,634","          2.22","5,363","4,912","          1.09"
"충청북도 청주시 서원구 현도면(4311232000)","3,427","1,841","          1.86","1,769","1,658","          1.07"
"충청북도 청주시 서원구 사직1동(4311251000)","8,041","3,906","          2.06","4,093","3,948","          1.04"
"충청북도 청주시 서원구 사직2동(4311252000)","14,734","5,745","          2.56","7,170","7,564","          0.95"
"충청북도 청주시 서원구 사창동(4311253000)","15,110","8,226","          1.84","7,498","7,612","          0.99"
"충청북도 청주시 서원구 모충동(4311254000)","15,044","7,403","          2.03","7,530","7,514","          1.00"
"충청북도 청주시 서원구 산남동(4311255000)","27,204","10,430","          2.61","13,560","13,644","          0.99"
"충청북도 청주시 서원구 분평동(4311256000)","31,607","11,915","          2.65","15,455","16,152","          0.96"
"충청북도 청주시 서원구 수곡1동(4311257000)","13,992","6,932","          2.02","7,065","6,927","          1.02"
"충청북도 청주시 서원구 수곡2동(4311258000)","13,842","6,704","          2.06","6,859","6,983","          0.98"
"충청북도 청주시 서원구 성화.개신.죽림동(4311259000)","45,674","19,479","          2.34","22,445","23,229","          0.97"
"충청북도 청주시 흥덕구 (4311300000)","265,681","118,163","          2.25","134,660","131,021","          1.03"
"충청북도 청주시 흥덕구 오송읍(4311325000)","22,880","10,956","          2.09","11,307","11,573","          0.98"
"충청북도 청주시 흥덕구 강내면(4311331000)","10,903","4,947","          2.20","5,569","5,334","          1.04"
"충청북도 청주시 흥덕구 옥산면(4311332000)","17,937","7,729","          2.32","9,223","8,714","          1.06"
"충청북도 청주시 흥덕구 운천.신봉동(4311370000)","17,613","7,670","          2.30","8,782","8,831","          0.99"
"충청북도 청주시 흥덕구 복대1동(4311374100)","51,803","20,741","          2.50","26,327","25,476","          1.03"
